begin,end,participant,utterance,source,utterance_raw,language,corpus,duration,uid,nature,utterance_stripped,nwords,nchar,n,rank,freq,overlap,priorby,FTO,overlapped,talk_all,talk_rel,load,transitions,turns_all,turns_rel,participants,rank_perc,freq_perc
386594,386749,spreker2 [v] (TIE2),ja?,/dutch2/DVA22AL,ja?,dutch,dutch2,155,dutch-12-294-386594,talk,ja?,1,3,69,139,1.0733707770141928e-8,NA,other,-155,NA,12147,0.363793529266486,1.20422325765837,5,9,0.555555555555556,2,23,78
386749,387773,spreker1 [v] (TIE0),[laugh],/dutch2/DVA22AL,ggg,dutch,dutch2,1024,dutch-12-295-386749,laugh,NA,NA,NA,NA,NA,NA,NA,other,643,NA,10599,0.583073874893858,1.15432367675888,5,9,0.444444444444444,2,NA,NA
387773,388928,spreker1 [v] (TIE0),[laugh] ze heeft op alle,/dutch2/DVA22AL,ggg ze heeft op alle,dutch,dutch2,1155,dutch-12-296-387773,talk,ze heeft op alle,4,16,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11754,0.624042879019908,1.13708039082906,5,10,0.5,2,100,69
388237,390088,spreker2 [v] (TIE2),is 't ook als je hem open doet dat je denkt ho,/dutch2/DVA22AL,is 't ook als je hem open doet dat je denkt ho,dutch,dutch2,1851,dutch-12-297-388237,talk,is 't ook als je hem open doet dat je denkt ho,12,46,1,205,1.5556098217596995e-10,partial,other,-691,NA,13605,0.460859977949283,1.18335217882926,6,11,0.545454545454545,2,100,69
390088,391446,spreker2 [v] (TIE2),be*v aware*v,/dutch2/DVA22AL,be*v aware*v,dutch,dutch2,1358,dutch-12-298-390088,talk,be*v aware*v,2,12,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,13390,0.452203136669156,1.22428453872177,5,10,0.5,2,100,69
390683,391791,spreker1 [v] (TIE0),ze heeft op alle deuren,/dutch2/DVA22AL,ze heeft op alle deuren,dutch,dutch2,1108,dutch-12-299-390683,talk,ze heeft op alle deuren,5,23,1,205,1.5556098217596995e-10,partial,other,-763,NA,14034,0.568547812455465,1.33708079268293,6,10,0.5,2,100,69
391791,393030,spreker1 [v] (TIE0),heeft ze gezet wat er in zit,/dutch2/DVA22AL,heeft ze gezet wat er in zit,dutch,dutch2,1239,dutch-12-300-391791,talk,heeft ze gezet wat er in zit,7,28,1,205,1.5556098217596995e-10,NA,self,NA,NA,12534,0.516913993936493,1.26287153652393,5,10,0.5,2,100,69
393030,395137,spreker1 [v] (TIE0),dus uh sterre en [unk_utterance] jasmijn,/dutch2/DVA22AL,dus uh sterre en xxx jasmijn,dutch,dutch2,2107,dutch-12-301-393030,talk,dus uh sterre en jasmijn,5,24,1,205,1.5556098217596995e-10,NA,self,NA,NA,14641,0.58643535277645,1.21683843085106,5,11,0.545454545454545,2,100,69
395137,396352,spreker1 [v] (TIE0),staat er,/dutch2/DVA22AL,staat er,dutch,dutch2,1215,dutch-12-302-395137,talk,staat er,2,8,1,205,1.5556098217596995e-10,NA,self,NA,NA,11212,0.699964323938637,1.14900594384095,3,9,0.666666666666667,2,100,69
396352,397352,spreker1 [v] (TIE0),keuken tv,/dutch2/DVA22AL,keuken tv,dutch,dutch2,1000,dutch-12-303-396352,talk,keuken tv,2,9,1,205,1.5556098217596995e-10,NA,self,NA,NA,12212,0.724533245987553,1.13515523331474,3,10,0.7,2,100,69
397769,399127,spreker1 [v] (TIE0),en d'r staat dus ook rommelkast,/dutch2/DVA22AL,en d'r staat dus ook rommelkast,dutch,dutch2,1358,dutch-12-304-397769,talk,en d'r staat dus ook rommelkast,6,31,1,205,1.5556098217596995e-10,NA,self,NA,NA,12391,0.741021709305141,1.09133345076625,2,9,0.777777777777778,2,100,69
399127,400984,spreker1 [v] (TIE0),want ze vindt schrijven heel erg leuk,/dutch2/DVA22AL,want ze vindt schrijven heel erg leuk,dutch,dutch2,1857,dutch-12-305-399127,talk,want ze vindt schrijven heel erg leuk,7,37,1,205,1.5556098217596995e-10,NA,self,NA,NA,11242,0.87920298879203,1.03175477239354,1,8,0.875,2,100,69
402211,405366,spreker1 [v] (TIE0),dus ik heb ook echt elk*a zoiets van zal ik 't nou weg pulken die rommelkast,/dutch2/DVA22AL,dus ik heb ook echt elk*a zoiets van zal ik 't nou weg pulken die rommelkast,dutch,dutch2,3155,dutch-12-306-402211,talk,dus ik heb ook echt elk*a zoiets van zal ik 't nou weg pulken die rommelkast,16,76,1,205,1.5556098217596995e-10,NA,self,NA,NA,10692,1,0.866731517509728,0,6,1,1,100,69
405735,407898,spreker1 [v] (TIE0),komen d'r mensen op bezoek oh is dat de rommelkast?,/dutch2/DVA22AL,komen d'r mensen op bezoek oh is dat de rommelkast?,dutch,dutch2,2163,dutch-12-307-405735,talk,komen d'r mensen op bezoek oh is dat de rommelkast?,10,51,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,9533,1,0.825653906114672,0,5,1,1,100,69
407433.99999999994,410054,spreker2 [v] (TIE2),[laugh],/dutch2/DVA22AL,ggg,dutch,dutch2,2620.000000000058,dutch-12-308-407434,laugh,NA,NA,NA,NA,NA,NA,partial,other,-464.0000000000582,overlapped,11153,0.234914372814489,0.907855107855108,1,5,0.2,2,NA,NA
407898,410054,spreker1 [v] (TIE0),[laugh],/dutch2/DVA22AL,ggg,dutch,dutch2,2156,dutch-12-309-407898,laugh,NA,NA,NA,NA,NA,NA,NA,other,-2156,NA,11951,0.780771483557861,1.09371282145145,2,5,0.8,2,NA,NA
410054,411649,spreker1 [v] (TIE0),uh sterre vind 't ook erg leuk in de,/dutch2/DVA22AL,uh sterre vind 't ook erg leuk in de,dutch,dutch2,1595,dutch-12-310-410054,talk,uh sterre vind 't ook erg leuk in de,9,36,1,205,1.5556098217596995e-10,NA,self,NA,NA,11689,0.775857643938746,1.2385039203221,2,5,0.8,2,100,69
411649,413066.00000000006,spreker1 [v] (TIE0),rommelkast [laugh],/dutch2/DVA22AL,rommelkast ggg,dutch,dutch2,1417.0000000000582,dutch-12-311-411649,talk,rommelkast,1,10,2,204,3.111219643519399e-10,NA,self,NA,overlapped,13106,0.800091561117046,1.20736987563335,2,6,0.833333333333333,2,31,72
412245,413293,spreker2 [v] (TIE2),[laugh],/dutch2/DVA22AL,ggg,dutch,dutch2,1048,dutch-12-312-412245,laugh,NA,NA,NA,NA,NA,NA,partial,other,-821.0000000000582,overlapped,10999,0.333484862260205,1.45527917438476,3,6,0.333333333333333,2,NA,NA
413066.00000000006,414448,spreker1 [v] (TIE0),en we hebben beneden natuurlijk die,/dutch2/DVA22AL,en we hebben beneden natuurlijk die,dutch,dutch2,1381.9999999999418,dutch-12-313-413066,talk,en we hebben beneden natuurlijk die,6,35,1,205,1.5556098217596995e-10,partial,other,-226.9999999999418,NA,12380,0.703715670436187,1.42086537357971,4,7,0.714285714285714,2,100,69
414448,415019,spreker1 [v] (TIE0),die uh,/dutch2/DVA22AL,die uh,dutch,dutch2,571,dutch-12-314-414448,talk,die uh,2,6,133,86,2.0689610629404008e-8,NA,self,NA,NA,12951,0.71677862713304,1.39498061180526,4,8,0.75,2,22,79
415019,416424,spreker1 [v] (TIE0),berging met de fietsen,/dutch2/DVA22AL,berging met de fietsen,dutch,dutch2,1405,dutch-12-315-415019,talk,berging met de fietsen,4,22,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,14356,0.744497074393982,1.34306296192347,4,9,0.777777777777778,2,100,69
415996,416496,spreker2 [v] (TIE2),beneden,/dutch2/DVA22AL,beneden,dutch,dutch2,500,dutch-12-316-415996,talk,beneden,1,7,4,202,6.222439287038799e-10,partial,other,-428,NA,12693,0.328369967698732,1.40068417567866,4,9,0.333333333333333,2,29,73
417329,419278,spreker1 [v] (TIE0),en daar staat ook gewoon nog heel veel spullen in,/dutch2/DVA22AL,en daar staat ook gewoon nog heel veel spullen in,dutch,dutch2,1949,dutch-12-317-417329,talk,en daar staat ook gewoon nog heel veel spullen in,10,49,1,205,1.5556098217596995e-10,NA,other,833,NA,14642,0.715339434503483,1.23623775751435,5,10,0.7,2,100,69
419755,420159,spreker1 [v] (TIE0),dus uh,/dutch2/DVA22AL,dus uh,dutch,dutch2,404,dutch-12-318-419755,talk,dus uh,2,6,1110,20,1.726726902153267e-7,NA,self,NA,NA,10270,0.849269717624148,1.01632855022266,4,9,0.777777777777778,2,19,82
420481,420779,spreker2 [v] (TIE2),ja,/dutch2/DVA22AL,ja,dutch,dutch2,298,dutch-12-319-420481,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,322,NA,8973,0.205728295999108,0.982803943044907,5,9,0.333333333333333,2,10,100
421505,422779,spreker2 [v] (TIE2),maar j*a hebben jullie straks een zolder?,/dutch2/DVA22AL,maar j*a hebben jullie straks een zolder?,dutch,dutch2,1274,dutch-12-320-421505,talk,maar j*a hebben jullie straks een zolder?,7,41,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10247,0.304479359812628,0.920664869721474,5,10,0.4,2,100,69
421529,422196,spreker1 [v] (TIE0),maar ja weet je,/dutch2/DVA22AL,maar ja weet je,dutch,dutch2,667,dutch-12-321-421529,talk,maar ja weet je,4,15,1,205,1.5556098217596995e-10,full,other,750,NA,10914,0.71412864211105,0.980592991913747,6,11,0.636363636363636,2,100,69
423267,423422,spreker1 [v] (TIE0),ja,/dutch2/DVA22AL,ja,dutch,dutch2,155,dutch-12-322-423267,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self_during_other,488,NA,7223,0.713138585075453,0.804880766659238,4,9,0.666666666666667,2,10,100
423625,425482,spreker2 [v] (TIE2),oh dat is echt relaxed,/dutch2/DVA22AL,oh dat is echt relaxed,dutch,dutch2,1857,dutch-12-323-423625,talk,oh dat is echt relaxed,5,22,1,205,1.5556098217596995e-10,NA,other,203,overlapped,9080,0.432709251101322,0.822911002356353,5,10,0.4,2,100,69
423851,424899,spreker1 [v] (TIE0),is ook heel gevaarlijk,/dutch2/DVA22AL,is ook heel gevaarlijk,dutch,dutch2,1048,dutch-12-324-423851,talk,is ook heel gevaarlijk,4,22,1,205,1.5556098217596995e-10,full,other,-1631,NA,10128,0.612065560821485,0.917890157694399,6,11,0.636363636363636,2,100,69
425435,426542,spreker1 [v] (TIE0),ja wel heel gevaarlijk,/dutch2/DVA22AL,ja wel heel gevaarlijk,dutch,dutch2,1107,dutch-12-325-425435,talk,ja wel heel gevaarlijk,4,22,1,205,1.5556098217596995e-10,NA,self_during_other,-47,overlapped,9259,0.575656118371314,0.877963208799545,5,10,0.6,2,100,69
425935,427490,spreker2 [v] (TIE2),[unk_utterance] ja is ook gevaarlijk,/dutch2/DVA22AL,xxx ja is ook gevaarlijk,dutch,dutch2,1555,dutch-12-326-425935,talk,ja is ook gevaarlijk,4,20,1,205,1.5556098217596995e-10,partial,other,-607,NA,10814,0.507120399482153,0.940838698451366,6,11,0.454545454545455,2,100,69
427629,428236,spreker1 [v] (TIE0),maar jullie toch ook?,/dutch2/DVA22AL,maar jullie toch ook?,dutch,dutch2,607,dutch-12-327-427629,talk,maar jullie toch ook?,4,21,1,205,1.5556098217596995e-10,NA,other,139,NA,8972,0.444493981275078,1.05789411625987,6,10,0.6,2,100,69
428307,430213,spreker2 [v] (TIE2),ja maar wij gaan die zolder straks echt gebruiken 'k bedoel,/dutch2/DVA22AL,ja maar wij gaan die zolder straks echt gebruiken 'k bedoel,dutch,dutch2,1906,dutch-12-328-428307,talk,ja maar wij gaan die zolder straks echt gebruiken 'k bedoel,11,59,1,205,1.5556098217596995e-10,NA,other,71,NA,10878,0.633388490531348,1.04016064257028,7,11,0.454545454545455,2,100,69
430213,433118,spreker2 [v] (TIE2),die zolder dat wordt dus koen z'n z'n z'n kantoor,/dutch2/DVA22AL,die zolder dat wordt dus koen z'n z'n z'n kantoor,dutch,dutch2,2905,dutch-12-329-430213,talk,die zolder dat wordt dus koen z'n z'n z'n kantoor,10,49,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,13379,0.73211749757082,1.05871646751602,6,11,0.545454545454545,2,100,69
430225,430451,spreker1 [v] (TIE0),ja,/dutch2/DVA22AL,ja,dutch,dutch2,226,dutch-12-330-430225,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,12,NA,13605,0.280044101433297,1.07660045896969,7,12,0.5,2,10,100
433071,433273,spreker1 [v] (TIE0),ja,/dutch2/DVA22AL,ja,dutch,dutch2,202,dutch-12-331-433071,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self_during_other,-47,NA,11568,0.289159751037344,1.15610633619828,6,10,0.6,2,10,100
433499,433868,spreker2 [v] (TIE2),straks,/dutch2/DVA22AL,straks,dutch,dutch2,369,dutch-12-332-433499,talk,straks,1,6,11,195,1.7111708039356696e-9,NA,other,226,NA,11782,0.729248005432015,1.15024895050278,6,10,0.5,2,26,75
433868,436512,spreker2 [v] (TIE2),en voor 't tweede gedeelte daar zetten we de wasmachine en 'n droger,/dutch2/DVA22AL,en voor 't tweede gedeelte daar zetten we de wasmachine en 'n droger,dutch,dutch2,2644,dutch-12-333-433868,talk,en voor 't tweede gedeelte daar zetten we de wasmachine en 'n droger,13,68,1,205,1.5556098217596995e-10,NA,self,NA,NA,11521,0.814078639007031,1.04008305497878,5,9,0.555555555555556,2,100,69
436655,436881,spreker1 [v] (TIE0),hum,/dutch2/DVA22AL,hum,dutch,dutch2,226,dutch-12-334-436655,talk,hum,1,3,747,27,1.1620405368544957e-7,NA,other,143,NA,9085,0.138800220143093,0.981949848681366,4,8,0.5,2,20,81
436917.00000000006,437369,spreker2 [v] (TIE2),en uh,/dutch2/DVA22AL,en uh,dutch,dutch2,451.9999999999418,dutch-12-335-436917,talk,en uh,2,5,2100,13,3.2667806256953693e-7,NA,other,36.00000000005821,NA,9536,0.867764261744966,0.979055441478439,5,9,0.555555555555556,2,17,84
437369,438568,spreker2 [v] (TIE2),daar komen onze boeken te staan,/dutch2/DVA22AL,daar komen onze boeken te staan,dutch,dutch2,1199,dutch-12-336-437369,talk,daar komen onze boeken te staan,6,31,1,205,1.5556098217596995e-10,NA,self,NA,NA,10735,0.88253376804844,0.981351128988024,5,10,0.6,2,100,69
439044,439235,spreker1 [v] (TIE0),ja,/dutch2/DVA22AL,ja,dutch,dutch2,191,dutch-12-337-439044,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,476,overlapped,8413,0.100439795554499,0.932498337397473,5,9,0.444444444444444,2,10,100
439139,441259,spreker2 [v] (TIE2),hebben we al besloten dus dat zit ook binnen no*v time*v vol,/dutch2/DVA22AL,hebben we al besloten dus dat zit ook binnen no*v time*v vol,dutch,dutch2,2120,dutch-12-338-439139,talk,hebben we al besloten dus dat zit ook binnen no*v time*v vol,12,60,1,205,1.5556098217596995e-10,partial,other,-96,NA,10533,0.919775942276654,0.953557848995111,6,10,0.6,2,100,69
441497,441938,spreker1 [v] (TIE0),hum,/dutch2/DVA22AL,hum,dutch,dutch2,441,dutch-12-339-441497,talk,hum,1,3,747,27,1.1620405368544957e-7,NA,other,238,overlapped,7843,0.13515236516639,0.884515619713545,6,9,0.444444444444444,2,20,81
441890,443081,spreker2 [v] (TIE2),dus zet er nog eens een stoel neer,/dutch2/DVA22AL,dus zet er nog eens een stoel neer,dutch,dutch2,1191,dutch-12-340-441890,talk,dus zet er nog eens een stoel neer,8,34,1,205,1.5556098217596995e-10,partial,other,-48,NA,9034,0.882665485941997,0.902497502497502,7,10,0.6,2,100,69
443081,445951,spreker2 [v] (TIE2),en misschien een bureautje voor mij als ik ooit weer eens 'n studie ga oppikken,/dutch2/DVA22AL,en misschien een bureautje voor mij als ik ooit weer eens 'n studie ga oppikken,dutch,dutch2,2870,dutch-12-341-443081,talk,en misschien een bureautje voor mij als ik ooit weer eens 'n studie ga oppikken,15,79,1,205,1.5556098217596995e-10,NA,self,NA,NA,11702,0.926679200136729,0.939768711853518,6,10,0.7,2,100,69
445986,446427,spreker1 [v] (TIE0),hum,/dutch2/DVA22AL,hum,dutch,dutch2,441,dutch-12-342-445986,talk,hum,1,3,747,27,1.1620405368544957e-7,NA,other,35,NA,9130,0.142278203723987,0.934302087597217,6,9,0.444444444444444,2,20,81
446522,447630,spreker2 [v] (TIE2),dus uh,/dutch2/DVA22AL,dus uh,dutch,dutch2,1108,dutch-12-343-446522,talk,dus uh,2,6,1110,20,1.726726902153267e-7,NA,other,95,NA,10238,0.873119749951162,0.932847380410023,7,10,0.6,2,19,82
447630,449352,spreker2 [v] (TIE2),hebben niet superveel opbergruimte,/dutch2/DVA22AL,hebben niet superveel opbergruimte,dutch,dutch2,1722,dutch-12-344-447630,talk,hebben niet superveel opbergruimte,4,34,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10084,0.893593811979373,0.978269305393869,5,8,0.625,2,100,69
448638,448804,spreker1 [v] (TIE0),ja,/dutch2/DVA22AL,ja,dutch,dutch2,166,dutch-12-345-448638,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-714,NA,10250,0.120878048780488,0.994373302289484,6,9,0.444444444444444,2,10,100
449352,449840,spreker2 [v] (TIE2),maar,/dutch2/DVA22AL,maar,dutch,dutch2,488,dutch-12-346-449352,talk,maar,1,4,1347,19,2.0954064299103157e-7,NA,other,548,overlapped,8427,0.87563783078201,1.01006832074793,5,8,0.625,2,19,82
449388,451912,spreker1 [v] (TIE0),ja wij hebben heel veel schotten waar allemaal rotzooi achter kan,/dutch2/DVA22AL,ja wij hebben heel veel schotten waar allemaal rotzooi achter kan,dutch,dutch2,2524,dutch-12-347-449388,talk,ja wij hebben heel veel schotten waar allemaal rotzooi achter kan,11,65,1,205,1.5556098217596995e-10,partial,other,36,overlapped,10951,0.32618025751073,1.05146423427748,6,9,0.444444444444444,2,100,69
451853,452889,spreker2 [v] (TIE2),echt 'n ja?,/dutch2/DVA22AL,echt 'n ja?,dutch,dutch2,1036,dutch-12-348-451853,talk,echt 'n ja?,3,11,1,205,1.5556098217596995e-10,partial,other,-59,overlapped,11546,0.728823835094405,1.04973179379944,6,9,0.666666666666667,2,100,69
451912,454223,spreker1 [v] (TIE0),ja is heel gevaarlijk ja we hebben heel veel opbergruimte,/dutch2/DVA22AL,ja is heel gevaarlijk ja we hebben heel veel opbergruimte,dutch,dutch2,2311,dutch-12-349-451912,talk,ja is heel gevaarlijk ja we hebben heel veel opbergruimte,10,57,1,205,1.5556098217596995e-10,partial,other,2072,NA,12666,0.429654192325912,1.13677975228864,7,9,0.444444444444444,2,100,69
454223,455068,spreker1 [v] (TIE0),ja da's echt,/dutch2/DVA22AL,ja da's echt,dutch,dutch2,845,dutch-12-350-454223,talk,ja da's echt,3,12,1,205,1.5556098217596995e-10,NA,self,NA,NA,10641,0.590827929705855,1.17165822506056,6,9,0.555555555555556,2,100,69
455723,457662,spreker1 [v] (TIE0),maar ik heb zo'n zin om gewoon,/dutch2/DVA22AL,maar ik heb zo'n zin om gewoon,dutch,dutch2,1939,dutch-12-351-455723,talk,maar ik heb zo'n zin om gewoon,7,30,1,205,1.5556098217596995e-10,NA,self,NA,NA,12580,0.65389507154213,1.0774237752655,6,10,0.6,2,100,69
457816.00000000006,459531,spreker1 [v] (TIE0),door alles heen te gaan van me huis en,/dutch2/DVA22AL,door alles heen te gaan van me huis en,dutch,dutch2,1714.9999999999418,dutch-12-352-457816,talk,door alles heen te gaan van me huis en,9,38,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11023,0.861743626961807,1.0119342697145,4,8,0.75,2,100,69
459357,460500,spreker2 [v] (TIE2),ja tuurlijk,/dutch2/DVA22AL,ja tuurlijk,dutch,dutch2,1143,dutch-12-353-459357,talk,ja tuurlijk,2,11,157,75,2.442307420162729e-8,partial,other,-174,overlapped,11512,0.189280750521195,1.03599712023038,3,7,0.285714285714286,2,22,79
460067,461215.00000000006,spreker1 [v] (TIE0),zoveel weg te gooien,/dutch2/DVA22AL,zoveel weg te gooien,dutch,dutch2,1148.0000000000582,dutch-12-354-460067,talk,zoveel weg te gooien,4,20,1,205,1.5556098217596995e-10,partial,other,-433,NA,10136,0.785023677979479,1.08267464217048,3,7,0.714285714285714,2,100,69
461215.00000000006,462084,spreker1 [v] (TIE0),ik ga 't echt proberen,/dutch2/DVA22AL,ik ga 't echt proberen,dutch,dutch2,868.9999999999418,dutch-12-355-461215,talk,ik ga 't echt proberen,5,22,1,205,1.5556098217596995e-10,NA,self,NA,NA,11004,0.801981097782624,1.07555468673639,3,8,0.75,2,100,69
462084,464049,spreker1 [v] (TIE0),ja ik denk dat ik ook maar misschien een dag marjakke inhuur,/dutch2/DVA22AL,ja ik denk dat ik ook maar misschien een dag marjakke inhuur,dutch,dutch2,1965,dutch-12-356-462084,talk,ja ik denk dat ik ook maar misschien een dag marjakke inhuur,12,60,1,205,1.5556098217596995e-10,NA,self,NA,NA,9622,0.881209727707337,0.97923875432526,2,7,0.857142857142857,2,100,69
464049,464866,spreker1 [v] (TIE0),want die is heel goed in,/dutch2/DVA22AL,want die is heel goed in,dutch,dutch2,817,dutch-12-357-464049,talk,want die is heel goed in,6,24,1,205,1.5556098217596995e-10,NA,self,NA,NA,10439,0.890506753520452,0.980832472047355,2,8,0.875,2,100,69
464926,466343,spreker2 [v] (TIE2),ja stellig?,/dutch2/DVA22AL,ja stellig?,dutch,dutch2,1417,dutch-12-358-464926,talk,ja stellig?,2,11,1,205,1.5556098217596995e-10,NA,other,60,overlapped,11011,0.232494777949323,1.03681732580038,3,8,0.25,2,100,69
465212,466367,spreker1 [v] (TIE0),tess heb je dit nodig?,/dutch2/DVA22AL,tess heb je dit nodig?,dutch,dutch2,1155,dutch-12-359-465212,talk,tess heb je dit nodig?,5,22,1,205,1.5556098217596995e-10,partial,other,-1131,overlapped,12166,0.789577511096498,1.14299135663284,4,9,0.777777777777778,2,100,69
466343,466807,spreker2 [v] (TIE2),ja?,/dutch2/DVA22AL,ja?,dutch,dutch2,464,dutch-12-360-466343,talk,ja?,1,3,69,139,1.0733707770141928e-8,partial,other,-24,overlapped,10691,0.282854737629782,1.18907796685574,5,9,0.333333333333333,2,23,78
466367,466867,spreker1 [v] (TIE0),hup weg,/dutch2/DVA22AL,hup weg,dutch,dutch2,500,dutch-12-361-466367,talk,hup weg,2,7,1,205,1.5556098217596995e-10,partial,other,24,overlapped,11191,0.729782861227772,1.23643796265606,6,10,0.7,2,100,69
466807,467593,spreker2 [v] (TIE2),oh goed,/dutch2/DVA22AL,oh goed,dutch,dutch2,786,dutch-12-362-466807,talk,oh goed,2,7,12,194,1.8667317861116396e-9,partial,other,-60,overlapped,11977,0.318109710278033,1.22501789915107,7,11,0.363636363636364,2,26,75
467355,468641,spreker1 [v] (TIE0),ja ik heb echt iemand nodig,/dutch2/DVA22AL,ja ik heb echt iemand nodig,dutch,dutch2,1286,dutch-12-363-467355,talk,ja ik heb echt iemand nodig,6,27,1,205,1.5556098217596995e-10,partial,other,-238,overlapped,13263,0.712734675412803,1.22521939953811,8,12,0.666666666666667,2,100,69
468570,469010,spreker2 [v] (TIE2),ja,/dutch2/DVA22AL,ja,dutch,dutch2,440,dutch-12-364-468570,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-71,overlapped,11989,0.354491617315873,1.24199730653683,8,12,0.416666666666667,2,10,100
468641,469522,spreker1 [v] (TIE0),ik zat laatst te denken,/dutch2/DVA22AL,ik zat laatst te denken,dutch,dutch2,881,dutch-12-365-468641,talk,ik zat laatst te denken,5,23,1,205,1.5556098217596995e-10,partial,other,1048,NA,12870,0.66977466977467,1.26610919822922,9,13,0.615384615384615,2,100,69
469522,470487,spreker1 [v] (TIE0),ik las een artikeltje,/dutch2/DVA22AL,ik las een artikeltje,dutch,dutch2,965,dutch-12-366-469522,talk,ik las een artikeltje,4,21,1,205,1.5556098217596995e-10,NA,self,NA,NA,12692,0.755200126063662,1.21804222648752,8,13,0.692307692307692,2,100,69
470927,472249,spreker1 [v] (TIE0),over zo'n organizer*v,/dutch2/DVA22AL,over zo'n organizer*v,dutch,dutch2,1322,dutch-12-367-470927,talk,over zo'n organizer*v,3,21,1,205,1.5556098217596995e-10,NA,self,NA,NA,12866,0.758510803668584,1.16603226391155,8,13,0.692307692307692,2,100,69
472261,472761,spreker2 [v] (TIE2),ja,/dutch2/DVA22AL,ja,dutch,dutch2,500,dutch-12-368-472261,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,12,NA,10533,0.342447545808412,1.20902203856749,9,12,0.416666666666667,2,10,100
472784.99999999994,474166,spreker1 [v] (TIE0),ik denk oh dat is eigenlijk best wel goed voor mij,/dutch2/DVA22AL,ik denk oh dat is eigenlijk best wel goed voor mij,dutch,dutch2,1381.0000000000582,dutch-12-369-472785,talk,ik denk oh dat is eigenlijk best wel goed voor mij,11,50,1,205,1.5556098217596995e-10,NA,other,23.999999999941792,NA,11914,0.697246936377371,1.17762182465158,10,13,0.615384615384615,2,100,69
474166,476120,spreker1 [v] (TIE0),ik kan over zo'n papiertje nog nadenken,/dutch2/DVA22AL,ik kan over zo'n papiertje nog nadenken,dutch,dutch2,1954,dutch-12-370-474166,talk,ik kan over zo'n papiertje nog nadenken,7,39,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,13051,0.723622710903379,1.16589244237985,9,13,0.615384615384615,2,100,69
474308.99999999994,474571,spreker2 [v] (TIE2),ja,/dutch2/DVA22AL,ja,dutch,dutch2,262.0000000000582,dutch-12-371-474309,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,142.9999999999418,NA,13313,0.290618192743935,1.18929783812757,10,14,0.428571428571429,2,10,100
475810,476108,spreker2 [v] (TIE2),ja,/dutch2/DVA22AL,ja,dutch,dutch2,298,dutch-12-372-475810,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,self_during_other,-310,NA,11039,0.249116767823172,1.12907844942211,8,13,0.461538461538462,2,10,100
476560,477715.00000000006,spreker1 [v] (TIE0),of ik 't weg doe of niet,/dutch2/DVA22AL,of ik 't weg doe of niet,dutch,dutch2,1155.0000000000582,dutch-12-373-476560,talk,of ik 't weg doe of niet,7,24,1,205,1.5556098217596995e-10,NA,other,452,NA,11230,0.796438112199466,1.02951961862853,7,12,0.583333333333333,2,100,69
478001,480180,spreker1 [v] (TIE0),want misschien dat ik het ooit nog wel een later een keer inkijk,/dutch2/DVA22AL,want misschien dat ik het ooit nog wel een later een keer inkijk,dutch,dutch2,2179,dutch-12-374-478001,talk,want misschien dat ik het ooit nog wel een later een keer inkijk,13,64,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11337,0.867689865043662,0.976485788113695,5,11,0.636363636363636,2,100,69
479633,479930,spreker2 [v] (TIE2),hum,/dutch2/DVA22AL,hum,dutch,dutch2,297,dutch-12-375-479633,talk,hum,1,3,747,27,1.1620405368544957e-7,full,other,-547,NA,9348,0.145164741121095,1.01026694045175,5,9,0.444444444444444,2,20,81
480180,480859,spreker1 [v] (TIE0),echt vreselijk,/dutch2/DVA22AL,echt vreselijk,dutch,dutch2,679,dutch-12-376-480180,talk,echt vreselijk,2,14,1,205,1.5556098217596995e-10,NA,other,250,NA,10218,0.848502642395772,1.02879581151832,7,11,0.545454545454545,2,100,69
480180,480371,spreker2 [v] (TIE2),ja,/dutch2/DVA22AL,ja,dutch,dutch2,191,dutch-12-377-480180,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,0,NA,10218,0.151497357604228,1.02879581151832,7,11,0.454545454545455,2,10,100
481121,481657,spreker2 [v] (TIE2),geweldig,/dutch2/DVA22AL,geweldig,dutch,dutch2,536,dutch-12-378-481121,talk,geweldig,1,8,46,160,7.1558051800946195e-9,NA,self,NA,NA,9432,0.220949957591179,1.00383141762452,6,11,0.545454545454545,2,24,77
